,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-1.0,-0.9990484009469003,-0.998158527416089,-0.997327472740552,-0.9965525193399645,-0.995831128433871,-0.9951609304673924,-0.9945397162023957,-0.9939654284308028,-0.9934361542701344,-0.9929501180045267,-0.9925056744373477,-0.9921013027241941,-0.9917356006574946,-0.9914072793762032,-0.9911151584761501,-0.9908581614985382,-0.9906353117758676,-0.9904457286162118,-0.9902886238083134,-0.9901632984313922,-0.9900691399548867,-0.9900056196145933,-0.9899722900528239,-0.9899687832112885,-0.9899948084664267,-0.9900501509978689,-0.9901346703816044,-0.9902482994002881,-0.990391043063914,-0.9905629778348521,-0.990764251051963,-0.9909950805491958,-0.991255754464735,-0.9915466312373907,-0.9918681397875342,-0.9922207798804666,-0.9926051226706724,-0.9930218114259567,-0.9934715624310057,-0.9939551660704234,-0.9944734880918153,-0.9950274710499898,-0.9956181359338452,-0.9962465839780043,-0.9969139986617432,-0.9976216478982519,-0.998370886417749,-0.9991631583484653,-1.0
1,-1.0,-1.0009020055349738,-1.0017455024338027,-1.0025332458796987,-1.0032678118236218,-1.0039516067349938,-1.0045868766770167,-1.0051757157512113,-1.0057200739522385,-1.0062217644708304,-1.0066824704796775,-1.0071037514343748,-1.007487048919028,-1.007833692063785,-1.008144902559434,-1.0084217992922242,-1.0086654026202457,-1.0088766383110144,-1.0090563411583324,-1.0092052582950548,-1.0093240522170197,-1.009413303532157,-1.0094735134476056,-1.0095051060065685,-1.0095084300856174,-1.0094837611621803,-1.0094313028610526,-1.0093511882879098,-1.0092434811569997,-1.0091081767194285,-1.0089452024977377,-1.008754418831776,-1.0085356192402244,-1.0082885306015021,-1.00801281315719,-1.007708060340522,-1.007373798431956,-1.0070094860432839,-1.0066145134312332,-1.0061882016409969,-1.0057298014796399,-1.005238492318842,-1.004713380725964,-1.0041534989219452,-1.0035578030640853,-1.0029251713512917,-1.0022544019489141,-1.0015442107298285,-1.0007932288279628,-1.0
2,-1.0,-0.999475767833682,-0.9989855400142168,-0.9985277152702069,-0.9981007964973665,-0.9977033850915527,-0.9973341756743254,-0.9969919511851079,-0.9966755783160814,-0.9963840032678303,-0.9961162478054864,-0.9958714055967123,-0.9956486388143224,-0.9954471749876945,-0.9952663040883605,-0.995105375836317,-0.9949637972146571,-0.9948410301811061,-0.9947365895659542,-0.9946500411467274,-0.9945809998907236,-0.9945291283572716,-0.9944941352522566,-0.9944757741280922,-0.9944738422229173,-0.9944881794333587,-0.9945186674157216,-0.9945652288109723,-0.9946278265893402,-0.9947064635108115,-0.9948011816982043,-0.9949120623199159,-0.9950392253798099,-0.9951828296120763,-0.9953430724792419,-0.9955201902718483,-0.9957144583086297,-0.995926191236339,-0.9961557434286741,-0.9964035094840442,-0.9966699248222115,-0.9969554663801182,-0.9972606534074918,-0.9975860483630908,-0.997932257912727,-0.9982999340304671,-0.9986897752046884,-0.9991025277509267,-0.9995389872337302,-1.0
3,-1.0,-0.9972933300251183,-0.994762228339547,-0.9923984273979279,-0.9901941974814834,-0.9881423174388168,-0.9862360474533796,-0.9844691037037427,-0.98283563479344,-0.9813301998368842,-0.9799477480967957,-0.9786836000767928,-0.977533429980344,-0.9764932494542456,-0.9755593925411992,-0.9747285017719892,-0.9739975153332454,-0.9733636552518401,-0.9728244165416795,-0.9723775572630127,-0.9720210894484445,-0.9717532708536193,-0.9715725974940714,-0.9714777969330334,-0.971467822288082,-0.9715418469273897,-0.9716992598290739,-0.9719396615796931,-0.972262860990353,-0.9726688723111736,-0.9731579130270303,-0.9737304022195399,-0.9743869594822252,-0.9751284043776637,-0.9759557564272194,-0.9768702356256869,-0.9778732634748329,-0.978966464531437,-0.9801516684669862,-0.9814309126377045,-0.9828064451650771,-0.9842807285284871,-0.9858564436730141,-0.9875364946368528,-0.989324013704214,-0.9912223670909551,-0.9932351611715785,-0.9953662492576182,-0.99761973893883,-1.0
4,-1.0,-0.998216385085494,-0.9965484644455891,-0.9949907900140843,-0.9935382681364798,-0.9921861402890362,-0.9909299651333452,-0.9897656018182044,-0.9886891944475847,-0.9876971576399022,-0.9867861631096903,-0.9859531272081784,-0.9851951993642658,-0.9845097513719562,-0.9838943674745539,-0.9833468351998248,-0.9828651369039318,-0.9824474419853063,-0.9820920997327054,-0.9817976327745938,-0.9815627310996554,-0.9813862466207404,-0.981267188256871,-0.9812047175101084,-0.9811981445161093,-0.981246924549115,-0.9813506549638997,-0.981509072558899,-0.981722051346325,-0.9819896007165823,-0.9823118639857275,-0.9826891173160668,-0.9831217690012816,-0.9836103591087054,-0.9841555594725582,-0.9847581740330804,-0.9854191395176072,-0.9861395264606801,-0.9869205405613258,-0.9877635243766274,-0.9886699593516993,-0.9896414681871276,-0.9906798175458869,-0.9917869211026712,-0.9929648429395026,-0.9942158012923924,-0.9955421726547475,-0.996946496244125,-0.9984314788398589,-1.0
5,-1.0,-1.000611642375634,-1.0011836105366216,-1.0017177727495528,-1.0022158757451338,-1.0026795513300624,-1.0031103225409277,-1.0035096093703781,-1.0038787340934119,-1.004218926219432,-1.0045313270936995,-1.004816994169953,-1.0050769049742636,-1.0053119607786192,-1.0055229900012799,-1.005710751349611,-1.0058759367198626,-1.006019173867209,-1.0061410288583152,-1.006242008317693,-1.006322561478205,-1.0063830820452109,-1.0064239098830607,-1.0064453325318885,-1.0064475865619664,-1.0064308587722242,-1.0063952872389248,-1.0063409622199089,-1.0062679269192725,-1.0061761781168304,-1.0060656666662273,-1.0059362978650876,-1.0057879317001635,-1.0056203829700057,-1.005433421287284,-1.0052267709624905,-1.0050001107703828,-1.0047530736001655,-1.004485245990048,-1.0041961675464788,-1.003885330248023,-1.0035521776335108,-1.0031961038737747,-1.0028164527259642,-1.002412516369113,-1.0019835341193248,-1.0015286910226198,-1.0010471163231822,-1.0005378818044288,-1.0
6,-1.0,-1.000240837594371,-1.0004660532456022,-1.0006763825940765,-1.0008725134247443,-1.0010550882705878,-1.0012247068357527,-1.0013819282502585,-1.0015272731672553,-1.0016612257129236,-1.0017842352983206,-1.0018967183017498,-1.0019990596295498,-1.0020916141625893,-1.002174708095175,-1.0022486401725612,-1.0023136828327521,-1.0023700832578464,-1.0024180643397484,-1.0024578255646837,-1.0024895438205952,-1.0025133741311627,-1.0025294503198685,-1.0025378856072429,-1.0025387731441486,-1.002532186483706,-1.0025181799942129,-1.002496789215197,-1.002468031158512,-1.002431904556192,-1.0023883900565855,-1.0023374503701048,-1.002279030365753,-1.002213057119427,-1.0021394399148316,-1.0020580701976864,-1.0019688214837623,-1.0018715492211372,-1.0017660906069266,-1.0016522643586037,-1.001529870439897,-1.0013986897411196,-1.0012584837136602,-1.0011089939582387,-1.000949941766405,-1.000781027614635,-1.0006019306102567,-1.0004123078883154,-1.0002117939583572,-1.0
7,-1.0,-0.9977600875912805,-0.99566546721796,-0.9937092970494463,-0.991885180335058,-0.9901871411904911,-0.9886096020614598,-0.9871473627537312,-0.9857955809275761,-0.9845497539627068,-0.9834057021071735,-0.9823595528304828,-0.9814077263074555,-0.9805469219650947,-0.9797741060300479,-0.9790865000191507,-0.9784815701200708,-0.9779570174132732,-0.9775107688904169,-0.9771409692279068,-0.9768459732776912,-0.9766243392405157,-0.9764748224897732,-0.9763963700168109,-0.976388115471112,-0.9764493747711652,-0.9765796422640799,-0.9767785874141303,-0.9770460520024052,-0.977382047821632,-0.9777867548520353,-0.9782605199057951,-0.9788038557292873,-0.9794174405538454,-0.9801021180872638,-0.980858897939692,-0.9816889564789462,-0.9825936381115932,-0.9835744569874578,-0.9846330991264571,-0.9857714249678977,-0.986991472343572,-0.9882954598771786,-0.9896857908137562,-0.9911650572839803,-0.9927360450093242,-0.9944017384552283,-0.9961653264405729,-0.9980302082129021,-1.0
8,-1.0,-0.9975589309021596,-0.995276201878866,-0.993144356664791,-0.9911564240451877,-0.9893058914678469,-0.987586680482845,-0.98599312388936,-0.9845199444784134,-0.9831622352691783,-0.9819154411445519,-0.9807753417990968,-0.9797380359192678,-0.9787999265221128,-0.9779577073844279,-0.977208350499687,-0.9765490945050082,-0.9759774340249969,-0.9754911098835434,-0.9750881001385948,-0.9747666118985833,-0.9745250738825999,-0.974362129689592,-0.9742766317448277,-0.974267635894658,-0.9743343966232173,-0.9744763628671513,-0.9746931744067735,-0.9749846588142276,-0.9753508289412937,-0.9757918809314299,-0.9763081927424935,-0.976900323168359,-0.977569011349335,-0.9783151767629052,-0.9791399196878694,-0.9800445221364671,-0.9810304492505103,-0.982099351158965,-0.983253065295787,-0.9844936191781606,-0.9858232336465953,-0.9872443265696332,-0.9887595170171879,-0.9903716299077986,-0.9920837011363409,-0.9938989831899798,-0.9958209512614047,-0.997853309869642,-1.0
9,-1.0,-0.9999933022393048,-0.9999870389292069,-0.9999811896113422,-0.9999757351582191,-0.9999706577008163,-0.999965940561194,-0.9999615681897905,-0.9999575261070964,-0.9999538008494274,-0.9999503799185369,-0.9999472517348278,-0.9999444055939476,-0.9999418316265603,-0.999939520761111,-0.9999374646894112,-0.999935655834884,-0.9999340873233259,-0.999932752956051,-0.9999316471852918,-0.9999307650917453,-0.9999301023641596,-0.9999296552808663,-0.9999294206931708,-0.9999293960105219,-0.9999295791873866,-0.9999299687117673,-0.9999305635952999,-0.9999313633648801,-0.9999323680557702,-0.9999335782061451,-0.9999349948530388,-0.9999366195296595,-0.9999384542640469,-0.9999405015790466,-0.9999427644935832,-0.9999452465252185,-0.999947951693982,-0.999950884527467,-0.9999540500671914,-0.9999574538762196,-0.9999611020480531,-0.9999650012167954,-0.9999691585686026,-0.9999735818544344,-0.9999782794041236,-0.999983260141785,-0.9999885336025885,-0.9999941099509257,-1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
